equation,target,feature_set,stage_name,stage_priority,nobs,regressor_count,regressors,hidden_layer_sizes,activation,solver,alpha,learning_rate_init,seed,train_mse,val_mse,test_mse,full_sample_mse,residual_std_full_sample,n_iter
ann_inflation_tuned,inflation,same_input,stage2_same_input_training,2,78,6,output_gap|output_gap_lag1|output_gap_lag2|inflation_lag1|inflation_lag2|policy_rate_lag1,"(3,)",relu,adam,0.001,0.001,0,0.0916182147110315,0.8867052596847879,0.20063814157770452,0.23071159499417446,0.4814334364638972,943
ann_inflation_tuned,inflation,same_input,stage2_same_input_training,2,78,6,output_gap|output_gap_lag1|output_gap_lag2|inflation_lag1|inflation_lag2|policy_rate_lag1,"(3,)",relu,adam,0.0001,0.001,0,0.09162733040720597,0.8870721106655367,0.2005250773414473,0.23075694997529403,0.4814754123810349,943
ann_inflation_tuned,inflation,same_input,stage2_same_input_training,2,78,6,output_gap|output_gap_lag1|output_gap_lag2|inflation_lag1|inflation_lag2|policy_rate_lag1,"(3, 2)",relu,adam,0.0001,0.001,1,0.0858288702008936,1.1112000632838168,0.7127299933234582,0.3400246111555841,0.586889281154375,1014
ann_inflation_tuned,inflation,same_input,stage2_same_input_training,2,78,6,output_gap|output_gap_lag1|output_gap_lag2|inflation_lag1|inflation_lag2|policy_rate_lag1,"(3, 2)",relu,adam,0.001,0.001,1,0.08609774861252927,1.112924232508983,0.7147123510265406,0.34078099266029316,0.5875421161266606,1012
ann_inflation_tuned,inflation,same_input,stage2_same_input_training,2,78,6,output_gap|output_gap_lag1|output_gap_lag2|inflation_lag1|inflation_lag2|policy_rate_lag1,"(2,)",relu,adam,0.001,0.001,0,3.7795781310137735,1.7082055691448874,5.4096382184673395,3.7116839041806475,0.7874529185519206,2500
ann_inflation_tuned,inflation,same_input,stage2_same_input_training,2,78,6,output_gap|output_gap_lag1|output_gap_lag2|inflation_lag1|inflation_lag2|policy_rate_lag1,"(2,)",relu,adam,0.0001,0.001,0,3.7795781185224624,1.708358408459475,5.409635248904537,3.711706952417707,0.7874460072152959,2500
ann_inflation_tuned,inflation,extra_lag,stage3_extra_lag,3,77,9,output_gap|output_gap_lag1|output_gap_lag2|inflation_lag1|inflation_lag2|policy_rate_lag1|output_gap_lag3|inflation_lag3|policy_rate_lag2,"(3,)",tanh,lbfgs,0.001,0.001,1,0.011262823553835385,0.02470532997291856,0.10363399946777586,0.027753267553787125,0.16720283306462388,177
ann_inflation_tuned,inflation,extra_lag,stage3_extra_lag,3,77,9,output_gap|output_gap_lag1|output_gap_lag2|inflation_lag1|inflation_lag2|policy_rate_lag1|output_gap_lag3|inflation_lag3|policy_rate_lag2,"(3,)",tanh,lbfgs,0.0001,0.001,1,0.010947686151972202,0.025472498591657098,0.09163900466122665,0.02578656370245626,0.16162147491441556,371
ann_inflation_tuned,inflation,extra_lag,stage3_extra_lag,3,77,9,output_gap|output_gap_lag1|output_gap_lag2|inflation_lag1|inflation_lag2|policy_rate_lag1|output_gap_lag3|inflation_lag3|policy_rate_lag2,"(3, 2)",relu,lbfgs,0.0001,0.001,1,0.01799353237167846,0.03410953811540963,0.054589599306529256,0.02620840084106786,0.16176216557390094,282
ann_inflation_tuned,inflation,extra_lag,stage3_extra_lag,3,77,9,output_gap|output_gap_lag1|output_gap_lag2|inflation_lag1|inflation_lag2|policy_rate_lag1|output_gap_lag3|inflation_lag3|policy_rate_lag2,"(3, 2)",relu,lbfgs,0.001,0.001,1,0.018124386906833392,0.03430089894869667,0.0438759581813138,0.02465863365743241,0.1574598016067273,387
