date,gdpdef,real_gdp,potential_gdp,policy_rate,inflation,output_gap,inflation_gap,policy_rate_gap,quarter
1977-04-01,30.895,6654.466,6704.591150622367,5.156666666666666,6.057809433436256,-0.7504329877475513,4.057809433436256,3.1566666666666663,1977Q2
1977-07-01,31.271,6774.457,6760.097061899439,5.82,5.98274755178636,0.21219677313570884,3.9827475517863604,3.8200000000000003,1977Q3
1977-10-01,31.947,6774.592,6817.110564476192,6.513333333333333,6.34477253221033,-0.6256567633410981,4.34477253221033,4.513333333333333,1977Q4
1978-01-01,32.411,6796.26,6875.56387545695,6.756666666666667,6.191938765148564,-1.1601197561025955,4.191938765148564,4.756666666666667,1978Q1
1978-04-01,33.031,7058.92,6935.1874585728365,7.283333333333334,6.6852155938576185,1.7683981101267676,4.6852155938576185,5.283333333333334,1978Q2
1978-07-01,33.592,7129.915,6996.456191626586,8.1,7.159679289037779,1.889555037228341,5.159679289037779,6.1,1978Q3
1978-10-01,34.279,7225.75,7058.973644917547,9.583333333333334,7.045464207413721,2.3351369976351677,5.045464207413721,7.583333333333334,1978Q4
1979-01-01,34.904,7238.727,7123.3135223529,10.073333333333332,7.410356446936506,1.6072362688621666,5.410356446936506,8.073333333333332,1979Q1
1979-04-01,35.759,7246.454,7185.317079852492,10.18,7.935547125697173,0.8472596403361621,5.935547125697173,8.18,1979Q2
1979-07-01,36.541,7300.281,7243.781017529022,10.946666666666667,8.414697446223807,0.7769530496211985,6.414697446223807,8.946666666666667,1979Q3
1979-10-01,37.219,7318.535,7298.013253331672,13.576666666666666,8.228646180202093,0.2808017296159093,6.228646180202093,11.576666666666666,1979Q4
1980-01-01,38.001,7341.557,7346.736445194209,15.046666666666667,8.501103934829679,-0.0705248084566179,6.501103934829679,13.046666666666667,1980Q1
1980-04-01,38.905,7190.289,7389.862876051715,12.686666666666667,8.43207913604025,-2.7377813809843943,6.432079136040249,10.686666666666667,1980Q2
1980-07-01,39.774,7181.743,7426.754999764931,9.836666666666666,8.47785146431792,-3.354690910456526,6.47785146431792,7.836666666666666,1980Q3
1980-10-01,40.81,7315.677,7465.298162717055,15.853333333333333,9.210776584019964,-2.0245791870411978,7.210776584019964,13.853333333333333,1980Q4
1981-01-01,41.885,7459.022,7508.084206685455,16.569999999999997,9.731529243616732,-0.6556027830418643,7.731529243616732,14.569999999999997,1981Q1
1981-04-01,42.715,7403.745,7554.009065783638,17.78,9.342736953468878,-2.0092471144396384,7.342736953468878,15.780000000000001,1981Q2
1981-07-01,43.519,7492.405,7602.714114407346,17.576666666666664,8.998419185520445,-1.4615463074473922,6.998419185520445,15.576666666666664,1981Q3
1981-10-01,44.271,7410.768,7654.364351740863,13.586666666666666,8.140268573170806,-3.23419109966796,6.140268573170806,11.586666666666666,1981Q4
1982-01-01,44.88,7295.631,7708.282365291767,14.226666666666667,6.906449360866818,-5.501970680311707,4.906449360866818,12.226666666666667,1982Q1
1982-04-01,45.463,7328.912,7763.629992676451,14.513333333333334,6.23486617243838,-5.762293360384696,4.23486617243838,12.513333333333334,1982Q2
1982-07-01,46.108,7300.896,7820.189965259814,11.006666666666666,5.778884639625215,-6.87117661464125,3.7788846396252147,9.006666666666666,1982Q3
1982-10-01,46.586,7303.817,7878.160361445345,9.286666666666667,5.097023165974024,-7.569733173088622,3.097023165974024,7.286666666666667,1982Q4
1983-01-01,46.938,7400.066,7935.937607522995,8.653333333333334,4.483532071655771,-6.991258890712793,2.4835320716557714,6.653333333333334,1983Q1
1983-04-01,47.286,7568.456,7994.859898020182,8.803333333333335,3.931546027160149,-5.480973879840256,1.9315460271601488,6.803333333333335,1983Q2
1983-07-01,47.789,7719.746,8055.370064425959,9.459999999999999,3.580901675269077,-4.255749583323087,1.580901675269077,7.459999999999999,1983Q3
1983-10-01,48.151,7880.794,8118.4215710115395,9.43,3.304183965129459,-2.9707087256351628,1.304183965129459,7.43,1983Q4
1984-01-01,48.639,8034.847,8184.120399041659,9.686666666666667,3.559809630504329,-1.8407782740879952,1.5598096305043292,7.686666666666667,1984Q1
1984-04-01,49.055,8173.67,8252.361160817512,10.556666666666667,3.672784901578652,-0.9581348293838943,1.6727849015786518,8.556666666666667,1984Q2
1984-07-01,49.491,8252.465,8322.352341108082,11.39,3.49953473704403,-0.8433004580679082,1.49953473704403,9.39,1984Q3
1984-10-01,49.861,8320.199,8393.840778029926,9.266666666666667,3.489722759107261,-0.8812023369785038,1.489722759107261,7.2666666666666675,1984Q4
1985-01-01,50.354,8400.82,8466.09433779299,8.476666666666667,3.4652381665781107,-0.7739965040617136,1.4652381665781107,6.476666666666667,1985Q1
1985-04-01,50.678,8474.787,8538.856407644294,7.923333333333333,3.2549773759755762,-0.7531568514490772,1.2549773759755762,5.923333333333333,1985Q2
1985-07-01,50.984,8604.22,8611.892420843267,7.8999999999999995,2.972102315009595,-0.08913070690574898,0.9721023150095949,5.8999999999999995,1985Q3
1985-10-01,51.269,8668.188,8684.996064979776,8.103333333333333,2.784714697028523,-0.1937174200776326,0.784714697028523,6.1033333333333335,1985Q4
1986-01-01,51.524,8749.127,8757.928247157974,7.826666666666667,2.2969658632018497,-0.10054515479822612,0.2969658632018497,5.826666666666667,1986Q1
1986-04-01,51.719,8788.524,8830.616845345654,6.919999999999999,2.033332746150185,-0.4778090577431726,0.03333274615018489,4.919999999999999,1986Q2
1986-07-01,51.931,8872.601,8903.378142266913,6.206666666666666,1.840405635052722,-0.3462782305749812,-0.15959436494727797,4.206666666666666,1986Q3
1986-10-01,52.214,8920.193,8976.124748908698,6.266666666666667,1.8264377141509414,-0.6250663605943174,-0.17356228584905864,4.266666666666667,1986Q4
