output_gap,output_gap_lag1,inflation_lag1,policy_rate_lag1,policy_rate_lag2,output_gap_fitted,output_gap_resid
-0.2628823518874057,-0.4055709989387424,2.2399322561426516,1.0033333333333332,0.9966666666666667,-0.893874399849696,0.6309920479622902
0.04015171438531695,-0.2628823518874057,2.6924752830599807,1.01,1.0033333333333332,-0.9193324992008816,0.9594842135861985
0.4061641903795987,0.04015171438531695,2.7542909041557095,1.4333333333333333,1.01,0.5089313522402252,-0.10276716186062651
0.8710006320400865,0.4061641903795987,2.919396556381937,1.95,1.4333333333333333,0.6954210983585832,0.17557953368150325
0.7414110598988444,0.8710006320400865,3.0045529922428926,2.47,1.95,0.6954427707698294,0.04596828912901496
0.9101541884476205,0.7414110598988444,2.918035295268062,2.9433333333333334,2.47,0.69543669370599,0.2147174947416305
0.8642366974097371,0.9101541884476205,3.193383951284723,3.4599999999999995,2.9433333333333334,0.6954384169870201,0.16879828042271694
1.616482354282489,0.8642366974097371,3.2394685469278706,3.98,3.4599999999999995,0.6954224152075897,0.9210599390748994
1.3075173930252149,1.616482354282489,3.1492702384293025,4.456666666666667,3.98,0.8889874220926003,0.41852997093261457
0.9175328045810005,1.3075173930252149,3.301317736268672,4.906666666666667,4.456666666666667,0.6965829809363003,0.22094982364470017
1.2601615616674167,0.9175328045810005,3.0898193877564317,5.246666666666667,4.906666666666667,0.6950313725282581,0.5651301891391586
1.047552809658292,1.2601615616674167,2.628317732813823,5.246666666666667,5.246666666666667,0.6954506217312769,0.3521021879270151
1.1448535909197588,1.047552809658292,2.868650821896157,5.256666666666667,5.246666666666667,0.6952655925966884,0.4495879983230704
