algo,seed,update,mean_episode_reward_in_rollout,rollout_clip_rate,rollout_mean_abs_action,eval_mean_reward,eval_mean_discounted_loss,eval_clip_rate,env_id,group,tier,step
ppo,43,0.0,-987.9700398661357,0.0,0.8993992951964174,-1006.3600625920502,891.4493057711286,0.0,nonlinear_extreme,nonlinear,extreme,
ppo,43,20.0,-931.0453134349245,0.0,0.9313944376935979,-1003.378127398498,922.1795872530956,0.0,nonlinear_extreme,nonlinear,extreme,
ppo,43,40.0,-1060.4548828771703,0.0,0.9567535437809056,-1030.4051193534078,935.9230710147871,0.0,nonlinear_extreme,nonlinear,extreme,
ppo,43,60.0,-989.7395271905068,0.0,0.9159678237610933,-971.6056832327965,872.6911736897548,0.0,nonlinear_extreme,nonlinear,extreme,
ppo,43,80.0,-1100.7427862324237,0.0,0.927134903735805,-945.5883416931723,849.6790820461586,0.0,nonlinear_extreme,nonlinear,extreme,
ppo,43,100.0,-888.4662370151918,0.0,0.9303648386448913,-885.3047770191015,809.5028838675046,0.0,nonlinear_extreme,nonlinear,extreme,
ppo,43,120.0,-929.4886498679108,0.0,0.9174519524658535,-872.2581032528193,763.3293724895559,0.0,nonlinear_extreme,nonlinear,extreme,
ppo,43,140.0,-990.9677145506263,0.0,0.9768783721865475,-927.533482810749,808.478283739237,0.0,nonlinear_extreme,nonlinear,extreme,
ppo,43,159.0,-987.6891811416127,0.0,0.9682945325675973,-1043.6247245145369,962.7448467893028,0.0,nonlinear_extreme,nonlinear,extreme,
ppo,7,0.0,-908.6342025243146,0.0,0.9935548539675665,-993.7662745262737,879.3073463198964,0.0,nonlinear_extreme,nonlinear,extreme,
ppo,7,20.0,-858.9808703913801,0.0,0.9447435893594047,-1047.5110736321435,958.4330883227557,0.0,nonlinear_extreme,nonlinear,extreme,
ppo,7,40.0,-939.9858729339136,0.0,0.9039812525704747,-1104.4723939583416,999.2351507181667,0.0,nonlinear_extreme,nonlinear,extreme,
ppo,7,60.0,-1018.837278749279,0.0,0.9612490723066003,-1002.787422723231,900.2059528753842,0.0,nonlinear_extreme,nonlinear,extreme,
ppo,7,80.0,-894.2619384035487,0.0,0.9585306666776887,-894.0602836878691,813.4621365725943,0.0,nonlinear_extreme,nonlinear,extreme,
ppo,7,100.0,-998.2108637522606,0.0,0.8983902777499679,-845.6944636758594,775.0821008386333,0.0,nonlinear_extreme,nonlinear,extreme,
ppo,7,120.0,-976.2791591496971,0.0,0.9760027203665231,-900.5540249808323,785.5308123596478,0.0,nonlinear_extreme,nonlinear,extreme,
ppo,7,140.0,-922.9986690630669,0.0,0.9172486111519902,-1006.3979010278711,869.7122504865888,0.0,nonlinear_extreme,nonlinear,extreme,
ppo,7,159.0,-971.2449764652348,0.0,0.8925193126397062,-1042.0311440271676,961.6502159361453,0.0,nonlinear_extreme,nonlinear,extreme,
sac,29,,,,,-971.6518414438278,896.550578210903,0.0,nonlinear_extreme,nonlinear,extreme,3000.0
sac,29,,,,,-698.5835301536276,588.1391245733307,0.0,nonlinear_extreme,nonlinear,extreme,6000.0
sac,29,,,,,-583.2877611742185,519.3530342113334,0.0,nonlinear_extreme,nonlinear,extreme,9000.0
sac,29,,,,,-674.083192606385,626.190732248826,0.0,nonlinear_extreme,nonlinear,extreme,12000.0
sac,43,,,,,-818.15352943949,736.2059540408181,0.0,nonlinear_extreme,nonlinear,extreme,3000.0
sac,43,,,,,-478.58897065136614,416.70917455722866,0.0,nonlinear_extreme,nonlinear,extreme,6000.0
sac,43,,,,,-332.9515657135735,311.4513430773617,0.0,nonlinear_extreme,nonlinear,extreme,9000.0
sac,43,,,,,-514.145489611104,483.09974457740145,0.0,nonlinear_extreme,nonlinear,extreme,12000.0
sac,7,,,,,-936.3626840915695,860.4348040791758,0.0,nonlinear_extreme,nonlinear,extreme,3000.0
sac,7,,,,,-876.2635840866528,757.5130452252275,0.0,nonlinear_extreme,nonlinear,extreme,6000.0
